Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-7o5e,branch-slr6,branch-ll18,branch-nsxn,randomiser-qxk8,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: participant proceeds,Store: experiment ends,Store: participant proceeds.,Store: experiment ends.,Store: consent
1,1750959127928,26/06/2025 17:32:07,1750944727928,-4,26/06/2025 09:32:07,232446,10,questionnaire-ybb8,,47653092,BLIND,13735184,,complete,,685d84168b60202568167923,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,2560x1440,1463x726,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,BEGIN,,,,,,,,,,
2,1750959149171,26/06/2025 17:32:29,1750944749171,-4,26/06/2025 09:32:29,232446,10,questionnaire-ybb8,,47653092,BLIND,13735184,,complete,,685d84168b60202568167923,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,2560x1440,1463x726,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1750959149171,26/06/2025 17:32:29,1750944749171,-4,26/06/2025 09:32:29,232446,10,questionnaire-ybb8,,47653092,BLIND,13735184,,complete,,685d84168b60202568167923,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,2560x1440,1463x726,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1750959149171,26/06/2025 17:32:29,1750944749171,-4,26/06/2025 09:32:29,232446,10,questionnaire-ybb8,,47653092,BLIND,13735184,,complete,,685d84168b60202568167923,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,2560x1440,1463x726,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 4,pjg878,4,Please provide your Prolific ID:,response,value,5f765a3c8a6ec010370c9cc1,,,ID,1,object-55,,,,,I agree
5,1750959149171,26/06/2025 17:32:29,1750944749171,-4,26/06/2025 09:32:29,232446,10,questionnaire-ybb8,,47653092,BLIND,13735184,,complete,,685d84168b60202568167923,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,2560x1440,1463x726,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,END,21223,,,,,,,,,
1,1750959183567,26/06/2025 17:33:03,1750944783567,-4,26/06/2025 09:33:03,232446,10,questionnaire-ybb8,,47653118,BLIND,13735187,,complete,,685d8436f96b1dcc59b84b86,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,640x576,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,BEGIN,,,,,,,,,,
2,1750959238737,26/06/2025 17:33:58,1750944838737,-4,26/06/2025 09:33:58,232446,10,questionnaire-ybb8,,47653118,BLIND,13735187,,complete,,685d8436f96b1dcc59b84b86,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,640x576,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1750959238738,26/06/2025 17:33:58,1750944838738,-4,26/06/2025 09:33:58,232446,10,questionnaire-ybb8,,47653118,BLIND,13735187,,complete,,685d8436f96b1dcc59b84b86,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,640x576,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1750959238738,26/06/2025 17:33:58,1750944838738,-4,26/06/2025 09:33:58,232446,10,questionnaire-ybb8,,47653118,BLIND,13735187,,complete,,685d8436f96b1dcc59b84b86,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,640x576,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,Page 4,pjg878,4,Please provide your Prolific ID:,response,value,67d184729aa937ccec298d54,,,ID,1,object-55,,,,,I agree
5,1750959238740,26/06/2025 17:33:58,1750944838740,-4,26/06/2025 09:33:58,232446,10,questionnaire-ybb8,,47653118,BLIND,13735187,,complete,,685d8436f96b1dcc59b84b86,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,640x576,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,END,54997,,,,,,,,,
1,1750959180675,26/06/2025 17:33:00,1750933980675,-7,26/06/2025 03:33:00,232446,10,questionnaire-ybb8,,47653120,BLIND,13735188,,complete,,685d8420615aaf915d0a80e3,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1440x900,1309x685,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,BEGIN,,,,,,,,,,
2,1750959228528,26/06/2025 17:33:48,1750934028528,-7,26/06/2025 03:33:48,232446,10,questionnaire-ybb8,,47653120,BLIND,13735188,,complete,,685d8420615aaf915d0a80e3,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1440x900,1309x685,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1750959228529,26/06/2025 17:33:48,1750934028529,-7,26/06/2025 03:33:48,232446,10,questionnaire-ybb8,,47653120,BLIND,13735188,,complete,,685d8420615aaf915d0a80e3,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1440x900,1309x685,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1750959228529,26/06/2025 17:33:48,1750934028529,-7,26/06/2025 03:33:48,232446,10,questionnaire-ybb8,,47653120,BLIND,13735188,,complete,,685d8420615aaf915d0a80e3,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1440x900,1309x685,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 4,pjg878,4,Please provide your Prolific ID:,response,value,671877457b87685e1d42f63c,,,ID,1,object-55,,,,,I agree
5,1750959228530,26/06/2025 17:33:48,1750934028530,-7,26/06/2025 03:33:48,232446,10,questionnaire-ybb8,,47653120,BLIND,13735188,,complete,,685d8420615aaf915d0a80e3,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1440x900,1309x685,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,END,47821,,,,,,,,,
1,1750959268612,26/06/2025 17:34:28,1750944868612,-4,26/06/2025 09:34:28,232446,10,questionnaire-ybb8,,47653178,BLIND,13735196,,complete,,685d8490d80afc383e3e1365,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x864,1536x703,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,BEGIN,,,,,,,,,,
2,1750959281615,26/06/2025 17:34:41,1750944881615,-4,26/06/2025 09:34:41,232446,10,questionnaire-ybb8,,47653178,BLIND,13735196,,complete,,685d8490d80afc383e3e1365,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x864,1536x703,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1750959281615,26/06/2025 17:34:41,1750944881615,-4,26/06/2025 09:34:41,232446,10,questionnaire-ybb8,,47653178,BLIND,13735196,,complete,,685d8490d80afc383e3e1365,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x864,1536x703,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1750959281615,26/06/2025 17:34:41,1750944881615,-4,26/06/2025 09:34:41,232446,10,questionnaire-ybb8,,47653178,BLIND,13735196,,complete,,685d8490d80afc383e3e1365,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x864,1536x703,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 4,pjg878,4,Please provide your Prolific ID:,response,value,66c95504723c57c900715764,,,ID,1,object-55,,,,,I agree
5,1750959281615,26/06/2025 17:34:41,1750944881615,-4,26/06/2025 09:34:41,232446,10,questionnaire-ybb8,,47653178,BLIND,13735196,,complete,,685d8490d80afc383e3e1365,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x864,1536x703,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,END,12982,,,,,,,,,
1,1750959456818,26/06/2025 17:37:36,1750941456818,-5,26/06/2025 07:37:36,232446,10,questionnaire-ybb8,,47653282,BLIND,13735208,,complete,,685d841bfbe2b7f114642a20,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1366x768,1366x633,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,BEGIN,,,,,,,,,,
2,1750959480991,26/06/2025 17:38:00,1750941480991,-5,26/06/2025 07:38:00,232446,10,questionnaire-ybb8,,47653282,BLIND,13735208,,complete,,685d841bfbe2b7f114642a20,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1366x768,1366x633,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1750959480991,26/06/2025 17:38:00,1750941480991,-5,26/06/2025 07:38:00,232446,10,questionnaire-ybb8,,47653282,BLIND,13735208,,complete,,685d841bfbe2b7f114642a20,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1366x768,1366x633,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1750959480991,26/06/2025 17:38:00,1750941480991,-5,26/06/2025 07:38:00,232446,10,questionnaire-ybb8,,47653282,BLIND,13735208,,complete,,685d841bfbe2b7f114642a20,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1366x768,1366x633,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,Page 4,pjg878,4,Please provide your Prolific ID:,response,value,6579b9de36f9cba8ba122678,,,ID,1,object-55,,,,,I agree
5,1750959480992,26/06/2025 17:38:00,1750941480992,-5,26/06/2025 07:38:00,232446,10,questionnaire-ybb8,,47653282,BLIND,13735208,,complete,,685d841bfbe2b7f114642a20,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1366x768,1366x633,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,END,24149,,,,,,,,,
1,1750959523316,26/06/2025 17:38:43,1750934323316,-7,26/06/2025 03:38:43,232446,10,questionnaire-ybb8,,47653323,BLIND,13735219,,complete,,685d850c7afe2c1b8de3cdf3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,BEGIN,,,,,,,,,,
2,1750959570856,26/06/2025 17:39:30,1750934370856,-7,26/06/2025 03:39:30,232446,10,questionnaire-ybb8,,47653323,BLIND,13735219,,complete,,685d850c7afe2c1b8de3cdf3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,BEGIN,,,,,,,,,,
3,1750959588793,26/06/2025 17:39:48,1750934388793,-7,26/06/2025 03:39:48,232446,10,questionnaire-ybb8,,47653323,BLIND,13735219,,complete,,685d850c7afe2c1b8de3cdf3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1750959588793,26/06/2025 17:39:48,1750934388793,-7,26/06/2025 03:39:48,232446,10,questionnaire-ybb8,,47653323,BLIND,13735219,,complete,,685d850c7afe2c1b8de3cdf3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
5,1750959588793,26/06/2025 17:39:48,1750934388793,-7,26/06/2025 03:39:48,232446,10,questionnaire-ybb8,,47653323,BLIND,13735219,,complete,,685d850c7afe2c1b8de3cdf3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 4,pjg878,4,Please provide your Prolific ID:,response,value,66bffd8c97a80ac91e1087e0,,,ID,1,object-55,,,,,I agree
6,1750959588794,26/06/2025 17:39:48,1750934388794,-7,26/06/2025 03:39:48,232446,10,questionnaire-ybb8,,47653323,BLIND,13735219,,complete,,685d850c7afe2c1b8de3cdf3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,END,65385,,,,,,,,,
1,1750959527895,26/06/2025 17:38:47,1750945127895,-4,26/06/2025 09:38:47,232446,10,questionnaire-ybb8,,47653332,BLIND,13735222,,complete,,685d8588d4869c8bebc65b17,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,3440x1440,2293x847,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,BEGIN,,,,,,,,,,
2,1750959549799,26/06/2025 17:39:09,1750945149799,-4,26/06/2025 09:39:09,232446,10,questionnaire-ybb8,,47653332,BLIND,13735222,,complete,,685d8588d4869c8bebc65b17,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,3440x1440,2293x847,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1750959549800,26/06/2025 17:39:09,1750945149800,-4,26/06/2025 09:39:09,232446,10,questionnaire-ybb8,,47653332,BLIND,13735222,,complete,,685d8588d4869c8bebc65b17,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,3440x1440,2293x847,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1750959549800,26/06/2025 17:39:09,1750945149800,-4,26/06/2025 09:39:09,232446,10,questionnaire-ybb8,,47653332,BLIND,13735222,,complete,,685d8588d4869c8bebc65b17,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,3440x1440,2293x847,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 4,pjg878,4,Please provide your Prolific ID:,response,value,67055b370e3c0c4965a03128,,,ID,1,object-55,,,,,I agree
5,1750959549800,26/06/2025 17:39:09,1750945149800,-4,26/06/2025 09:39:09,232446,10,questionnaire-ybb8,,47653332,BLIND,13735222,,complete,,685d8588d4869c8bebc65b17,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,3440x1440,2293x847,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,END,21875,,,,,,,,,
1,1750959576509,26/06/2025 17:39:36,1750945176509,-4,26/06/2025 09:39:36,232446,10,questionnaire-ybb8,,47653350,BLIND,13735225,,complete,,685d85aaea3bba217f5a1408,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1024x482,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,BEGIN,,,,,,,,,,
2,1750960003688,26/06/2025 17:46:43,1750945603688,-4,26/06/2025 09:46:43,232446,10,questionnaire-ybb8,,47653350,BLIND,13735225,,complete,,685d85aaea3bba217f5a1408,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1024x482,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1750960003689,26/06/2025 17:46:43,1750945603689,-4,26/06/2025 09:46:43,232446,10,questionnaire-ybb8,,47653350,BLIND,13735225,,complete,,685d85aaea3bba217f5a1408,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1024x482,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1750960003689,26/06/2025 17:46:43,1750945603689,-4,26/06/2025 09:46:43,232446,10,questionnaire-ybb8,,47653350,BLIND,13735225,,complete,,685d85aaea3bba217f5a1408,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1024x482,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,Page 4,pjg878,4,Please provide your Prolific ID:,response,value,67b8f459f36ac348b98d6cad,,,ID,1,object-55,,,,,I agree
5,1750960003690,26/06/2025 17:46:43,1750945603690,-4,26/06/2025 09:46:43,232446,10,questionnaire-ybb8,,47653350,BLIND,13735225,,complete,,685d85aaea3bba217f5a1408,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1024x482,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,END,427141,,,,,,,,,
1,1750959713825,26/06/2025 17:41:53,1750945313825,-4,26/06/2025 09:41:53,232446,10,questionnaire-ybb8,,47653415,BLIND,13735233,,complete,,685d85fd256d43ba6af9e40c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1440x900,1440x694,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,BEGIN,,,,,,,,,,
2,1750959733516,26/06/2025 17:42:13,1750945333516,-4,26/06/2025 09:42:13,232446,10,questionnaire-ybb8,,47653415,BLIND,13735233,,complete,,685d85fd256d43ba6af9e40c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1440x900,1440x778,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1750959733516,26/06/2025 17:42:13,1750945333516,-4,26/06/2025 09:42:13,232446,10,questionnaire-ybb8,,47653415,BLIND,13735233,,complete,,685d85fd256d43ba6af9e40c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1440x900,1440x778,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I have read the information sheet and hereby give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1750959733516,26/06/2025 17:42:13,1750945333516,-4,26/06/2025 09:42:13,232446,10,questionnaire-ybb8,,47653415,BLIND,13735233,,complete,,685d85fd256d43ba6af9e40c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1440x900,1440x778,,,0,Consent Form session 1,5,participant proceeds,participant proceeds,,,pier_beer,Page 4,pjg878,4,Please provide your Prolific ID:,response,value,671d0d96e4bdbdca47815da2,,,ID,1,object-55,,,,,I agree
