Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-7o5e,branch-slr6,branch-ll18,branch-nsxn,randomiser-qxk8,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: participant proceeds,Store: experiment ends,Store: participant proceeds.,Store: experiment ends.,Store: consent
3,1751040939362,27/06/2025 16:15:39,1751026539362,-4,27/06/2025 08:15:39,232447,4,questionnaire-98mv,,47672109,BLIND,13739905,,complete,,685ec34a68b8186a4e0f5cd5,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,3440x1440,2293x847,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1751040939362,27/06/2025 16:15:39,1751026539362,-4,27/06/2025 08:15:39,232447,4,questionnaire-98mv,,47672109,BLIND,13739905,,complete,,685ec34a68b8186a4e0f5cd5,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,3440x1440,2293x847,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,END,12822,,,,,,,,,
1,1751043038168,27/06/2025 16:50:38,1751028638168,-4,27/06/2025 08:50:38,232447,4,questionnaire-98mv,,47672731,BLIND,13740041,,complete,,685ecba98c8b5ad3e2aa9a69,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,BEGIN,,,,,,,,,,
2,1751043059632,27/06/2025 16:50:59,1751028659632,-4,27/06/2025 08:50:59,232447,4,questionnaire-98mv,,47672731,BLIND,13740041,,complete,,685ecba98c8b5ad3e2aa9a69,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1751043059632,27/06/2025 16:50:59,1751028659632,-4,27/06/2025 08:50:59,232447,4,questionnaire-98mv,,47672731,BLIND,13740041,,complete,,685ecba98c8b5ad3e2aa9a69,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1751043059632,27/06/2025 16:50:59,1751028659632,-4,27/06/2025 08:50:59,232447,4,questionnaire-98mv,,47672731,BLIND,13740041,,complete,,685ecba98c8b5ad3e2aa9a69,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,END,21446,,,,,,,,,
1,1751045539596,27/06/2025 17:32:19,1751020339596,-7,27/06/2025 03:32:19,232447,4,questionnaire-98mv,,47673452,BLIND,13740207,,complete,,685ecd63e1207ddbbfd41d84,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1197x1190,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,BEGIN,,,,,,,,,,
2,1751045555501,27/06/2025 17:32:35,1751020355501,-7,27/06/2025 03:32:35,232447,4,questionnaire-98mv,,47673452,BLIND,13740207,,complete,,685ecd63e1207ddbbfd41d84,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1197x1190,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1751045555501,27/06/2025 17:32:35,1751020355501,-7,27/06/2025 03:32:35,232447,4,questionnaire-98mv,,47673452,BLIND,13740207,,complete,,685ecd63e1207ddbbfd41d84,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1197x1190,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1751045555501,27/06/2025 17:32:35,1751020355501,-7,27/06/2025 03:32:35,232447,4,questionnaire-98mv,,47673452,BLIND,13740207,,complete,,685ecd63e1207ddbbfd41d84,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1197x1190,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,END,15889,,,,,,,,,
1,1751051160699,27/06/2025 19:06:00,1751025960699,-7,27/06/2025 05:06:00,232447,4,questionnaire-98mv,,47674448,BLIND,13740458,,complete,,685eeb7b74639044419fb563,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,BEGIN,,,,,,,,,,
2,1751051202850,27/06/2025 19:06:42,1751026002850,-7,27/06/2025 05:06:42,232447,4,questionnaire-98mv,,47674448,BLIND,13740458,,complete,,685eeb7b74639044419fb563,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1751051202850,27/06/2025 19:06:42,1751026002850,-7,27/06/2025 05:06:42,232447,4,questionnaire-98mv,,47674448,BLIND,13740458,,complete,,685eeb7b74639044419fb563,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1751051202852,27/06/2025 19:06:42,1751026002852,-7,27/06/2025 05:06:42,232447,4,questionnaire-98mv,,47674448,BLIND,13740458,,complete,,685eeb7b74639044419fb563,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,END,42074,,,,,,,,,
1,1751066382323,27/06/2025 23:19:42,1751051982323,-4,27/06/2025 15:19:42,232447,4,questionnaire-98mv,,47677956,BLIND,13741316,,complete,,685f268132d562e5b589dafb,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1024x482,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,BEGIN,,,,,,,,,,
2,1751066463329,27/06/2025 23:21:03,1751052063329,-4,27/06/2025 15:21:03,232447,4,questionnaire-98mv,,47677956,BLIND,13741316,,complete,,685f268132d562e5b589dafb,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1280x603,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1751066463329,27/06/2025 23:21:03,1751052063329,-4,27/06/2025 15:21:03,232447,4,questionnaire-98mv,,47677956,BLIND,13741316,,complete,,685f268132d562e5b589dafb,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1280x603,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1751066463330,27/06/2025 23:21:03,1751052063330,-4,27/06/2025 15:21:03,232447,4,questionnaire-98mv,,47677956,BLIND,13741316,,complete,,685f268132d562e5b589dafb,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1280x603,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,END,80935,,,,,,,,,
1,1751079191937,28/06/2025 02:53:11,1751064791937,-4,27/06/2025 18:53:11,232447,4,questionnaire-98mv,,47678720,BLIND,13741543,,complete,,685f5905c5863ce9d0d64396,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1440x900,1440x812,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,BEGIN,,,,,,,,,,
2,1751079277585,28/06/2025 02:54:37,1751064877585,-4,27/06/2025 18:54:37,232447,4,questionnaire-98mv,,47678720,BLIND,13741543,,complete,,685f5905c5863ce9d0d64396,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1440x900,1440x900,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,BEGIN,,,,,,,,,,
3,1751079282494,28/06/2025 02:54:42,1751064882494,-4,27/06/2025 18:54:42,232447,4,questionnaire-98mv,,47678720,BLIND,13741543,,complete,,685f5905c5863ce9d0d64396,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1440x900,1440x900,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1751079282494,28/06/2025 02:54:42,1751064882494,-4,27/06/2025 18:54:42,232447,4,questionnaire-98mv,,47678720,BLIND,13741543,,complete,,685f5905c5863ce9d0d64396,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1440x900,1440x900,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
5,1751079282495,28/06/2025 02:54:42,1751064882495,-4,27/06/2025 18:54:42,232447,4,questionnaire-98mv,,47678720,BLIND,13741543,,complete,,685f5905c5863ce9d0d64396,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1440x900,1440x900,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,END,90524,,,,,,,,,
1,1751246680797,30/06/2025 01:24:40,1751225080797,-6,29/06/2025 13:24:40,232447,4,questionnaire-98mv,,47699837,BLIND,13746264,,complete,,6861e73be3658f1580b0198d,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x960,1536x826,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,BEGIN,,,,,,,,,,
2,1751246692175,30/06/2025 01:24:52,1751225092175,-6,29/06/2025 13:24:52,232447,4,questionnaire-98mv,,47699837,BLIND,13746264,,complete,,6861e73be3658f1580b0198d,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x960,1536x826,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1751246692175,30/06/2025 01:24:52,1751225092175,-6,29/06/2025 13:24:52,232447,4,questionnaire-98mv,,47699837,BLIND,13746264,,complete,,6861e73be3658f1580b0198d,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x960,1536x826,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1751246692175,30/06/2025 01:24:52,1751225092175,-6,29/06/2025 13:24:52,232447,4,questionnaire-98mv,,47699837,BLIND,13746264,,complete,,6861e73be3658f1580b0198d,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x960,1536x826,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,END,11354,,,,,,,,,
1,1751282857198,30/06/2025 11:27:37,1751268457198,-4,30/06/2025 03:27:37,232447,4,questionnaire-98mv,,47706500,BLIND,13747822,,complete,,68627493a2695152d05c4bbc,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x617,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,BEGIN,,,,,,,,,,
2,1751282920249,30/06/2025 11:28:40,1751268520249,-4,30/06/2025 03:28:40,232447,4,questionnaire-98mv,,47706500,BLIND,13747822,,complete,,68627493a2695152d05c4bbc,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x617,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1751282920249,30/06/2025 11:28:40,1751268520249,-4,30/06/2025 03:28:40,232447,4,questionnaire-98mv,,47706500,BLIND,13747822,,complete,,68627493a2695152d05c4bbc,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x617,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1751282920251,30/06/2025 11:28:40,1751268520251,-4,30/06/2025 03:28:40,232447,4,questionnaire-98mv,,47706500,BLIND,13747822,,complete,,68627493a2695152d05c4bbc,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x617,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,END,62898,,,,,,,,,
1,1751042374522,27/06/2025 16:39:34,1751027974522,-4,27/06/2025 08:39:34,232447,4,questionnaire-98mv,,47672517,BLIND,13739987,,complete,,685ec8805bf0c2a8ccb310fd,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,BEGIN,,,,,,,,,,
2,1751042388734,27/06/2025 16:39:48,1751027988734,-4,27/06/2025 08:39:48,232447,4,questionnaire-98mv,,47672517,BLIND,13739987,,complete,,685ec8805bf0c2a8ccb310fd,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1751042388734,27/06/2025 16:39:48,1751027988734,-4,27/06/2025 08:39:48,232447,4,questionnaire-98mv,,47672517,BLIND,13739987,,complete,,685ec8805bf0c2a8ccb310fd,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1751042388735,27/06/2025 16:39:48,1751027988735,-4,27/06/2025 08:39:48,232447,4,questionnaire-98mv,,47672517,BLIND,13739987,,complete,,685ec8805bf0c2a8ccb310fd,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x703,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,END,14194,,,,,,,,,
1,1751041578488,27/06/2025 16:26:18,1751023578488,-5,27/06/2025 06:26:18,232447,4,questionnaire-98mv,,47672331,BLIND,13739943,,complete,,685ec611250c508e8b12f21e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x647,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,BEGIN,,,,,,,,,,
2,1751041592581,27/06/2025 16:26:32,1751023592581,-5,27/06/2025 06:26:32,232447,4,questionnaire-98mv,,47672331,BLIND,13739943,,complete,,685ec611250c508e8b12f21e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x647,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1751041592582,27/06/2025 16:26:32,1751023592582,-5,27/06/2025 06:26:32,232447,4,questionnaire-98mv,,47672331,BLIND,13739943,,complete,,685ec611250c508e8b12f21e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x647,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1751041592583,27/06/2025 16:26:32,1751023592583,-5,27/06/2025 06:26:32,232447,4,questionnaire-98mv,,47672331,BLIND,13739943,,complete,,685ec611250c508e8b12f21e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x647,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,END,13963,,,,,,,,,
1,1751040855776,27/06/2025 16:14:15,1751026455776,-4,27/06/2025 08:14:15,232447,4,questionnaire-98mv,,47672064,BLIND,13739892,,complete,,685ec17b8d1d720e14f42e4b,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x864,1536x738,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,BEGIN,,,,,,,,,,
